X,Y,FID,UML_ID,Group_Name,Parent_Com,Mill_Name,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,GPS_coordi,GPS_coor_1,GPS_coor_2,ISO,Country,Province,District,Confidence,Alternativ
12618902.8511417,392677.200570074,1,PO1000003866,WILMAR,SUBURMAS PLANTATIONS SDN BHD,SUBURMAS,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.525253,113.357533,"3.525253, 113.357533",113.357533,3.525253,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, 
11407505.0053769,350675.198334057,2,PO1000003868,PROSPER GROUP,CHEEKAH-KEMAYAN PLANTATIONS SDN BHD,CHEEKAH-KEMAYAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.148583,102.475361,"3.148583, 102.475361",102.475361,3.148583,MYS,Malaysia,Pahang,Bera,1-Fully Verified, 
11522164.080894,298438.841670758,3,PO1000003869,FAR EAST HOLDINGS BERHAD,ENDAU PALM OIL MILL SDN BHD,ENDAU,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.679944,103.505361,"2.679944, 103.505361",103.505361,2.679944,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
11445870.0433644,333375.456707368,4,PO1000003871,FAR EAST HOLDINGS BERHAD,KILANG KOSFARM SDN BHD,KOSFARM,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.9934,102.82,"2.9934, 102.820000",102.82,2.9934,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
11412698.2822614,321938.443864652,5,PO1000003872,FAR EAST HOLDINGS BERHAD,PROSPER PALM OIL MILL SDN BHD,PROSPER,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.890795,102.522013,"2.890795, 102.522013",102.522013,2.890795,MYS,Malaysia,Negeri Sembilan,Jempol,1-Fully Verified, 
11485357.5157776,342719.588870296,6,PO1000003873,FAR EAST HOLDINGS BERHAD,ROMPIN PALM OIL MILL SDN BHD,ROMPIN,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.077222,103.174722,"3.077222, 103.174722",103.174722,3.077222,MYS,Malaysia,Pahang,Pekan,1-Fully Verified, 
11448136.8421554,337893.929988992,7,PO1000003874,FAR EAST HOLDINGS BERHAD,WUJUD WAWASAN SDN BHD,KOSMA / WUJUD WAWASAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.033934,102.840363,"3.033934, 102.840363",102.840363,3.033934,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
12611131.080892,378347.286100743,8,PO1000003875,PALMHEAD HOLDINGS,PSS OIL MILL SDN BHD,PSS,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.39676,113.287718,"3.39676, 113.287718",113.287718,3.39676,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, 
13157749.5217452,498824.542121616,9,PO1000003876,QL RESOURCES,QL PLANTATION SDN BHD,QL MILL 1,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.476456,118.198075,"4.476456, 118.198075",118.198075,4.476456,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
11265393.6528743,435943.557444987,10,PO1000003877,RADIANT RESPONSE SDN BHD / SRI GANDA OIL MILL SDN BHD,SRI GANDA OIL MILL SDN BHD,SRI GANDA,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.913102,101.198753,"3.913102, 101.198753",101.198753,3.913102,MYS,Malaysia,Perak,Hilir Perak,2-High Confidence, 
11488561.7360006,458937.526871958,11,PO1000003878,KETENGAH HOLDINGS SDN BHD,RAKYAT KETENGAH PERWIRA SDN BHD,RAKYAT KETENGAH PERWIRA,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.119153,103.203506,"4.119153, 103.203506",103.203506,4.119153,MYS,Malaysia,Trengganu,Kemaman,1-Fully Verified, 
11535359.1140962,200672.232304026,12,PO1000003879,DUPONT & LEOSK ENTERPRISES,PALM DISCOVERY SDN BHD,PALM DISCOVERY / KULAI MAS,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.802372,103.623894,"1.802372, 103.623894",103.623894,1.802372,MYS,Malaysia,Johor,Keluang,1-Fully Verified, 
13102876.3598705,505351.560720345,13,PO1000003880,YAYASAN SABAH GROUP,REGIONAL HARVEST SDN BHD,DUMPAS,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.534908,117.705141,"4.534908, 117.705141",117.705141,4.534908,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
12518141.4574527,319861.824867663,14,PO1000003881,RIMBUNAN HIJAU GROUP,RH BALINGIAN,RH BALINGIAN PALM OIL MILL SDN BHD,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.872164,112.452378,"2.872164, 112.452378",112.452378,2.872164,MYS,Malaysia,Sarawak,Mukah,1-Fully Verified, 
12702000.2906706,420539.795403847,15,PO1000003882,RIMBUNAN SAWIT BERHAD,R.H. PLANTATIONS SDN BHD,RHP,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.775039,114.10401,"3.775039, 114.10401",114.10401,3.775039,MYS,Malaysia,Sarawak,Marudi,1-Fully Verified, 
12505026.6856034,287837.942268497,16,PO1000003883,RIMBUNAN HIJAU GROUP,RH SELANGAU PALM OIL MILL SDN BHD,RH SELANGAU,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.584815,112.334566,"2.584815, 112.334566",112.334566,2.584815,MYS,Malaysia,Sarawak,Mukah,1-Fully Verified, 
12657321.7677628,419369.633346496,17,PO1000003884,YUWANG GROUP,SACHIEW PLANTATIONS SDN BHD,SACHIEW,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.76455,113.702656,"3.76455, 113.702656",113.702656,3.76455,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, 
12243496.1248379,165892.200717863,18,PO1000003886,SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA),BAU PALM OIL MILL SDN BHD,BAU,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.490067,109.985197,"1.490067, 109.985197",109.985197,1.490067,MYS,Malaysia,Sarawak,Lundu,1-Fully Verified, 
12314454.2852153,106442.403749889,19,PO1000003887,SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA),SERIAN PALM OIL MILL SDN BHD,SERIAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,0.956144,110.622625,"0.956144, 110.622625",110.622625,0.956144,MYS,Malaysia,Sarawak,Serian,1-Fully Verified, 
11524463.1623373,248511.259753947,20,PO1000003888,SAYONG PLANTATION SDN BHD,SUNGEI KAHANG PALM OIL SDN BHD,SUNGEI KAHANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.23185,103.526014,"2.23185, 103.526014",103.526014,2.23185,MYS,Malaysia,Johor,Keluang,1-Fully Verified, 
12652727.3897387,402245.961134558,21,PO1000003889,SARAWAK OIL PALMS BERHAD,SARAWAK OIL PALMS BERHAD,GALASAH,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.611044,113.661384,"3.611044, 113.661384",113.661384,3.611044,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, 
11524818.048874,257173.598048699,22,PO1000003890,SEONG THYE PLANTATIONS SDN BHD,SEONG THYE PLANTATIONS SDN BHD,LADANG PADANG KAHANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.309604,103.529202,"2.309604, 103.529202",103.529202,2.309604,MYS,Malaysia,Johor,Keluang,2-High Confidence, 
11201793.0429214,606634.414814205,23,PO1000003891,SETIA KAWAN KILANG KELAPA SAWIT SDN BHD,SETIA KAWAN KILANG KELAPA SAWIT SDN BHD,SETIA KAWAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.441292,100.627419,"5.441292, 100.627419",100.627419,5.441292,MYS,Malaysia,Kedah,Kulim,1-Fully Verified, 
11209790.6804179,621017.345817414,24,PO1000003892,SOLID ORIENT HOLDINGS SDN BHD,SOLID ORIENT HOLDINGS SDN BHD,SOLID ORIENT,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.5699,100.699263,"5.5699, 100.699263",100.699263,5.5699,MYS,Malaysia,Kedah,Baling,1-Fully Verified, 
12644817.1380425,416289.504764316,25,PO1000003893,SOLID ORIENT HOLDINGS SDN BHD,SOLID OIL PALM PLANTATION SDN BHD,SOLID,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.73694,113.590325,"3.73694, 113.590325",113.590325,3.73694,MYS,Malaysia,Sarawak,Miri,2-High Confidence, 
12953426.7152153,594678.308375183,26,PO1000003894,CHELLAM PLANTATIONS,CHELLAM PLANTATIONS (SABAH) SDN BHD,SOOK OIL MILL,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.334363,116.362612,"5.334363, 116.362612",116.362612,5.334363,MYS,Malaysia,Sabah,Keningau,1-Fully Verified, 
11439876.1567021,342516.806495475,27,PO1000003895,SOUTHERN KERATONG PLANTATIONS SDN BHD,SOUTHERN KERATONG PLANTATIONS SDN BHD,BUKIT BEREMBUN,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.075403,102.766156,"3.075403, 102.766156",102.766156,3.075403,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
11246537.0216898,424093.096181364,28,PO1000003896,SOUTHERN GROUP,SOUTHERN PERAK PLANTATIONS SDN BHD,SOUTHERN PERAK,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.806889,101.029361,"3.806889, 101.029361",101.029361,3.806889,MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified, 
12504528.3082431,295193.818762524,29,PO1000003897,SARAWAK PLANTATION BERHAD,SARAWAK PLANTATION AGRICULTURE DEVELOPMENT (SPAD) SDN BHD,MUKAH MILL,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.650825,112.330089,"2.650825, 112.330089",112.330089,2.650825,MYS,Malaysia,Sarawak,Mukah,1-Fully Verified, 
12674988.2822711,431600.421455937,30,PO1000003898,SARAWAK PLANTATION BERHAD,SARAWAK PLANTATION AGRICULTURE DEVELOPMENT (SPAD) SDN BHD,NIAH,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.874177,113.861357,"3.874177, 113.861357",113.861357,3.874177,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, 
11480136.2977009,373303.004496192,31,PO1000003899,IKHASAS GROUP / TANAH MAKMUR BERHAD,TANAH MAKMUR BERHAD,SRI JELUTUNG,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.351525,103.127819,"3.351525, 103.127819",103.127819,3.351525,MYS,Malaysia,Pahang,Pekan,1-Fully Verified, 
11262695.7136954,427141.34165507,32,PO1000003900,SERN LEE ENTERPRISE SDN BHD,ST PALM OIL MILL SDN BHD,ST PALM OIL MILL,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.834211,101.174517,"3.834211, 101.174517",101.174517,3.834211,MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified, 
11464715.5425998,306134.087449055,33,PO1000003901,SUBURBAN PROPERTIES SDN BHD,SUBURBAN PROPERTIES SDN BHD,SUBURBAN PROPERTIES,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.748994,102.989292,"2.748994, 102.989292",102.989292,2.748994,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
11225007.1642534,490676.549532954,34,PO1000003902,SUNGAI KERANG DEVELOPMENT SDN BHD,SUNGAI KERANG DEVELOPMENT SDN BHD,SUNGAI KERANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.403481,100.835955,"4.403481, 100.835955",100.835955,4.403481,MYS,Malaysia,Perak,Perak Tengah,1-Fully Verified, 
11349587.9233459,554832.61197371,35,PO1000003903,KUMPULAN PERLADANGAN PKINK BHD,SYARIKAT LADANG SUNGAI TERAH SDN BHD,KILANG SAWIT SUNGAI TERAH,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.977872,101.955083,"4.977872, 101.955083",101.955083,4.977872,MYS,Malaysia,Kelantan,Gua Musang,1-Fully Verified, 
11274763.1917754,463604.418185627,36,PO1000003905,NGAN & NGAN HOLDINGS SDN BHD,SYARIKAT CAHAYA MUDA PERAK (OIL MILL) SDN BHD,CAHAYA MUDA PERAK,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.160967,101.282921,"4.160967, 101.282921",101.282921,4.160967,MYS,Malaysia,Perak,Batang Padang,1-Fully Verified, 
11242217.825447,443370.147120899,37,PO1000003906,SYARIKAT PELADANG & PERUSAHAAN MINYAK SDN BHD,SYARIKAT PELADANG & PERUSAHAAN MINYAK SDN BHD,SYARIKAT PELADANG & PERUSAHAAN MINYAK,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.979658,100.990561,"3.979658, 100.990561",100.990561,3.979658,MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified, 
11209695.3909338,538467.161053748,38,PO1000003907,SYNN HENG TRADING COMPANY SDN BHD,SYNN PALM OIL SDN BHD,SYNN,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.831397,100.698407,"4.831397, 100.698407",100.698407,4.831397,MYS,Malaysia,Perak,Larut and Matang,1-Fully Verified, 
12455880.2436131,237297.042921148,39,PO1000003908,TA ANN HOLDINGS BHD,MANIS OIL SDN BHD,MANIS,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.131184,111.893076,"2.131184, 111.893076",111.893076,2.131184,MYS,Malaysia,Sarawak,Sibu,1-Fully Verified, 
11198695.3554511,614045.919289805,40,PO1000003909,TACLICO COMPANY SDN BHD,TACLICO COMPANY SDN BHD,TACLICO,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.507567,100.599592,"5.507567, 100.599592",100.599592,5.507567,MYS,Malaysia,Kedah,Kulim,1-Fully Verified, 
13171990.0676049,584576.130323579,41,PO1000003910,TAMACO PLANTATION SDN BHD,TAMACO OIL MILL SDN BHD,TAMACO 1,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.244,118.326,"5.244, 118.326",118.326,5.244,MYS,Malaysia,Sabah,Lahad Datu,1-Fully Verified, 
13161133.6342653,574522.805535022,42,PO1000003911,TAMACO PLANTATION SDN BHD,TAMACO OIL MILL SDN BHD,TAMACO 2,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.154061,118.228475,"5.154061, 118.228475",118.228475,5.154061,MYS,Malaysia,Sabah,Lahad Datu,1-Fully Verified, 
13172775.3152929,629344.256666699,43,PO1000003912,TACLICO COMPANY SDN BHD,TACLICO COMPANY SDN BHD,TANJUNG PANJANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.644344,118.333054,"5.644344, 118.333054",118.333054,5.644344,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified, 
13100815.5021374,636927.928130397,44,PO1000003914,TECK GUAN GROUP,ATLANTICA SDN BHD,ATLANTICA,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.712135,117.686628,"5.712135, 117.686628",117.686628,5.712135,MYS,Malaysia,Sabah,Beluran,1-Fully Verified, 
13081911.0035719,494375.565745412,45,PO1000003915,TECK GUAN GROUP,BRANTIAN PALM OIL SDN BHD,BRANTIAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.436611,117.516806,"4.436611, 117.516806",117.516806,4.436611,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
13091010.5927078,500024.562153323,46,PO1000003916,TECK GUAN GROUP,KONSEP MUKTAMAD SDN BHD,REX,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.487203,117.598549,"4.487203, 117.598549",117.598549,4.487203,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
13112062.8895287,466756.780252688,47,PO1000003917,TECK GUAN GROUP,PROSPEROUS SEBATIK SDN BHD,PROSPEROUS SEBATIK,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.18921,117.787665,"4.18921, 117.787665",117.787665,4.18921,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
13151045.8620096,490765.868836073,48,PO1000003918,TECK GUAN GROUP,SUNGAI BURUNG INDUSTRIES SDN BHD,SUNGAI BURUNG,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.404281,118.137855,"4.404281, 118.137855",118.137855,4.404281,MYS,Malaysia,Sabah,Tawau,1-Fully Verified, 
11450977.7155605,316358.031944247,49,PO1000003922,TEE TEH SDN BHD,TEE TEH SDN BHD,TEE TEH,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.840728,102.865883,"2.840728, 102.865883",102.865883,2.840728,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
12320422.5683946,128612.337799102,50,PO1000003923,TH PLANTATIONS BERHAD,THP SARIBAS SDN BHD,GEDONG,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.155266,110.676239,"1.155266, 110.676239",110.676239,1.155266,MYS,Malaysia,Sarawak,Serian,1-Fully Verified, 
11514253.9405172,218890.283305606,51,PO1000003924,TH PLANTATIONS BERHAD,TH PLANTATIONS BERHAD,BUKIT LAWIANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.965939,103.434303,"1.965939, 103.434303",103.434303,1.965939,MYS,Malaysia,Johor,Keluang,1-Fully Verified, 
11411546.5708096,291696.803911531,52,PO1000003925,TH PLANTATIONS BERHAD,TH PLANTATIONS BERHAD,PASIR BESAR,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.619444,102.511667,"2.619444, 102.511667",102.511667,2.619444,MYS,Malaysia,Negeri Sembilan,Tampin,1-Fully Verified, 
11457784.791103,332606.862528425,53,PO1000003926,TH PLANTATIONS BERHAD,THP KOTA BAHAGIA SDN BHD,KOTA BAHAGIA,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.986505,102.927032,"2.986505, 102.927032",102.927032,2.986505,MYS,Malaysia,Pahang,Rompin,1-Fully Verified, 
12511846.8968458,-207369.075598661,54,PO1000003927,GOODHOPE,AGRO WANA LESTARI,BUKIT SANTUAI,RSPO Certified,"RSPO Certified, MB",2021/07/14 00:00:00+00,-1.8625,112.395833,"-1.8625, 112.395833",112.395833,-1.8625,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified, 
13087701.0642465,721335.206994929,55,PO1000003928,TH PLANTATIONS BERHAD,THP SABACO SDN BHD,LADANG MAMAHAT,Not RSPO Certified, ,2021/07/14 00:00:00+00,6.466095,117.568819,"6.466095, 117.568819",117.568819,6.466095,MYS,Malaysia,Sabah,Beluran,1-Fully Verified, 
13139191.3381155,581680.226539516,56,PO1000003929,TH PLANTATIONS BERHAD,THP SABACO SDN BHD,SUNGAI TENEGANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.218094,118.031364,"5.218094, 118.031364",118.031364,5.218094,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified, 
11213466.7839624,511837.004812739,57,PO1000003931,TIAN SIANG HOLDINGS SDN BHD,TIAN SIANG OILL MILL (PERAK) SDN BHD,TIAN SIANG PERAK,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.592983,100.732286,"4.592983, 100.732286",100.732286,4.592983,MYS,Malaysia,Perak,Larut and Matang,1-Fully Verified, 
13173557.0007573,591364.638413661,58,PO1000003932,GLENEALY PLANTATIONS SDN BHD,TIMOR ENTERPRISE SDN BHD,TIMORA,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.304724,118.340076,"5.304724, 118.340076",118.340076,5.304724,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified, 
11212721.4999715,507412.886787637,59,PO1000003933,HOK HUAT GROUP SDN BHD,TOPAZ EMAS SDN BHD,TOPAZ EMAS,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.553367,100.725591,"4.553367, 100.725591",100.725591,4.553367,MYS,Malaysia,Perak,Larut and Matang,1-Fully Verified, 
12630806.9122092,409556.173841791,60,PO1000003935,TRADEWINDS PLANTATION BERHAD,ARAH BERSAMA SDN BHD,KUALA SUAI,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.67658,113.464469,"3.67658, 113.464469",113.464469,3.67658,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, 
12693375.9244409,439137.355507462,61,PO1000003936,TRADEWINDS PLANTATION BERHAD,BINU PLANTATION SDN BHD,BINU,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.941725,114.026536,"3.941725, 114.026536",114.026536,3.941725,MYS,Malaysia,Sarawak,Marudi,1-Fully Verified, 
12831249.0099705,538158.042307775,62,PO1000003937,TRADEWINDS PLANTATION BERHAD,KUMPULAN KRIS JATI SDN BHD,TRUSAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.82863,115.265071,"4.82863, 115.265071",115.265071,4.82863,MYS,Malaysia,Sarawak,Lawas,1-Fully Verified, 
13129688.6611034,622147.016051598,63,PO1000003938,TRADEWINDS PLANTATION BERHAD,LADANG PERMAI SDN BHD,BATU PUTIH,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.58,117.946,"5.58, 117.946",117.946,5.58,MYS,Malaysia,Sabah,Sandakan,1-Fully Verified, 
13184712.6608882,578241.649749956,64,PO1000003939,TRADEWINDS PLANTATION BERHAD,LADANG PERMAI SDN BHD,PERMAI,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.187332,118.440289,"5.187332, 118.440289",118.440289,5.187332,MYS,Malaysia,Sabah,Lahad Datu,1-Fully Verified, 
11374160.9217021,568425.153598257,65,PO1000003941,TRADEWINDS PLANTATION BERHAD,LADANG SERASA SDN BHD,SERASA,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.099504,102.175826,"5.099504, 102.175826",102.175826,5.099504,MYS,Malaysia,Kelantan,Gua Musang,1-Fully Verified, 
12335753.0433887,134673.416600822,66,PO1000003942,TRADEWINDS PLANTATION BERHAD,MELUR GEMILANG SDN BHD,MELUR GEMILANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.209702,110.813955,"1.209702, 110.813955",110.813955,1.209702,MYS,Malaysia,Sarawak,Simunjan,1-Fully Verified, 
12460131.201008,274551.524554671,67,PO1000003943,TRADEWINDS PLANTATION BERHAD,RETUS PLANTATION SDN BHD,RETUS,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.465577,111.931263,"2.465577, 111.931263",111.931263,2.465577,MYS,Malaysia,Sarawak,Sibu,1-Fully Verified, 
12470677.2756073,309143.879330438,68,PO1000003944,TRADEWINDS PLANTATION BERHAD,SOLAR GREEN SDN BHD,JUDAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.776,112.026,"2.776, 112.026",112.026,2.776,MYS,Malaysia,Sarawak,Dalat,2-High Confidence, 
11550806.5858751,198551.225620193,69,PO1000003945,TRADEWINDS PLANTATION BERHAD,LADANG PETRI TENGGARA SDN BHD,SUNGAI KACHUR,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.783328,103.762661,"1.783328, 103.762661",103.762661,1.783328,MYS,Malaysia,Johor,Kota Tinggi,1-Fully Verified, 
13121006.8540165,588873.928672074,70,PO1000003947,TUNG HUP ENTERPRISE SDN BHD,TUNG HUP PALM OIL MILL SDN BHD,TUNG HUP,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.282445,117.86801,"5.282445, 117.86801",117.86801,5.282445,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified, 
12500173.2671243,309788.397856937,71,PO1000003948,UNIQUE PALM OIL MILL SDN BHD,UNIQUE PALM OIL MILL SDN BHD,UNIQUE,Not RSPO Certified, ,2021/07/14 00:00:00+00,2.781783,112.290967,"2.781783, 112.290967",112.290967,2.781783,MYS,Malaysia,Sarawak,Mukah,2-High Confidence, 
13072379.6061312,720064.216343513,72,PO1000003949,UNITED MALACCA BHD (UMB),MERIDIAN PLANTATIONS SDN BHD,MERIDIAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,6.45475,117.431184,"6.45475, 117.431184",117.431184,6.45475,MYS,Malaysia,Sabah,Beluran,1-Fully Verified, 
11402085.8612456,344975.747338252,73,PO1000003950,UNITED MALACCA BHD (UMB),SYARIKAT PENANAMAN BUKIT SENORANG SDN BHD,BUKIT SENORANG,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.09746,102.42668,"3.09746, 102.42668",102.42668,3.09746,MYS,Malaysia,Pahang,Bera,1-Fully Verified, 
11188473.22057,574609.540202894,74,PO1000003951,UNITED OIL PALM INDUSTRIES SDN BHD,UNITED OIL PALM INDUSTRIES SDN BHD,UNITED OIL PALM,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.154837,100.507765,"5.154837, 100.507765",100.507765,5.154837,MYS,Malaysia,Pulau Pinang,Seberang Perai Selatan,1-Fully Verified, 
13017984.3388305,594905.717476279,75,PO1000003952,VEE SENG DEVELOPMENT SDN BHD,VEETAR PALM OIL MILL SDN BHD,VEETAR,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.336397,116.942543,"5.336397, 116.942543",116.942543,5.336397,MYS,Malaysia,Sabah,Tongod,1-Fully Verified, 
11506267.2123307,199406.018508352,76,PO1000003953,VICTORY ENGHOE PLANTATIONS SDN BHD,VICTORY ENGHOE PLANTATIONS SDN BHD,SOUTHERN MALAY,Not RSPO Certified, ,2021/07/14 00:00:00+00,1.791003,103.362557,"1.791003, 103.362557",103.362557,1.791003,MYS,Malaysia,Johor,Keluang,1-Fully Verified, 
11454441.6441555,569533.05750152,77,PO1000003954,VILA SUTERA SDN BHD,VILA SUTERA SDN BHD,BUKIT KAPAH,Not RSPO Certified, ,2021/07/14 00:00:00+00,5.109417,102.897,"5.109417, 102.897",102.897,5.109417,MYS,Malaysia,Trengganu,Hulu Terengganu,1-Fully Verified, 
13175661.1617723,507407.303190464,78,PO1000003956,WINSOME HARVEST PALM OIL MILL SDN BHD,WINSOME HARVEST PALM OIL MILL SDN BHD,WINSOME HARVEST,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.553317,118.358978,"4.553317, 118.358978",118.358978,4.553317,MYS,Malaysia,Sabah,Semporna,1-Fully Verified, 
12703679.8791477,506035.760125304,79,PO1000003957,WOODMAN SDN BHD,WOODMAN KUALA BARAM ESTATES SDN BHD,ADONG,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.541035,114.119098,"4.541035, 114.119098",114.119098,4.541035,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, 
12567808.5407015,334695.510388759,80,PO1000003958,WOODMAN SDN BHD,WOODMAN KUALA BARAM ESTATES SDN BHD,SEMANOK,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.005242,112.898545,"3.005242, 112.898545",112.898545,3.005242,MYS,Malaysia,Sarawak,Tatau,1-Fully Verified, 
12600042.991692,372261.169549242,81,PO1000003959,WOODMAN SDN BHD,WOODMAN KUALA BARAM ESTATES SDN BHD,USAHA SEPADAN,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.342182,113.188112,"3.342182, 113.188112",113.188112,3.342182,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, 
12673625.7317038,418259.057836092,82,PO1000003961,WTK HOLDINGS BHD,WEALTH LEAP SDN BHD (HARVARD MASTER),WEALTH LEAP (HARVARD MASTER),Not RSPO Certified, ,2021/07/14 00:00:00+00,3.754595,113.849117,"3.754595, 113.849117",113.849117,3.754595,MYS,Malaysia,Sarawak,Miri,1-Fully Verified, 
12633434.7201088,398406.905941871,83,PO1000003962,WTK HOLDINGS BHD,WTK OIL MILL SDN BHD,WTK OIL MILL,Not RSPO Certified, ,2021/07/14 00:00:00+00,3.576625,113.488075,"3.576625, 113.488075",113.488075,3.576625,MYS,Malaysia,Sarawak,Bintulu,1-Fully Verified, 
11274468.6404027,455208.453777425,84,PO1000003963,YEE LEE CORPORATION BHD,YEE LEE PALM OIL INDUSTRIES SDN BHD,YEE LEE,Not RSPO Certified, ,2021/07/14 00:00:00+00,4.08574,101.280275,"4.08574, 101.280275",101.280275,4.08574,MYS,Malaysia,Perak,Batang Padang,1-Fully Verified, 
