,gfw_fid,company,plantation,drr_label,pct_overlap
559,1665,Sime Darby Plantation Berhad,E.Sg. Sebaling,Medium (0.4-0.6),100.0
560,1666,Sime Darby Plantation Berhad,E.Sg. Senarut,Medium (0.4-0.6),100.0
561,1667,Sime Darby Plantation Berhad,E.Sg.Dingin,Medium (0.4-0.6),100.0
562,1668,Sime Darby Plantation Berhad,E.Sg.Simpang Kiri,Medium (0.4-0.6),100.0
563,1669,Sime Darby Plantation Berhad,E.Sg.Wangi,Medium (0.4-0.6),100.0
564,1670,Sime Darby Plantation Berhad,E.Siliau,Medium (0.4-0.6),100.0
565,1671,Sime Darby Plantation Berhad,E.Sogomana,Medium (0.4-0.6),100.0
566,1672,Sime Darby Plantation Berhad,E.Somme,Medium (0.4-0.6),100.0
567,1673,Sime Darby Plantation Berhad,E.St. Helier,Medium (0.4-0.6),100.0
568,1674,Sime Darby Plantation Berhad,E.Sua Betong,Medium (0.4-0.6),100.0
569,1675,Sime Darby Plantation Berhad,E.Sungai Baru,Medium (0.4-0.6),100.0
570,1676,Sime Darby Plantation Berhad,E.Sungai Gemas,Medium (0.4-0.6),100.0
571,1677,Sime Darby Plantation Berhad,E.Sungang,Medium (0.4-0.6),100.0
572,1678,Sime Darby Plantation Berhad,E.Sungei Buloh,Medium (0.4-0.6),100.0
573,1679,Sime Darby Plantation Berhad,E.Table,Medium (0.4-0.6),100.0
574,1680,Sime Darby Plantation Berhad,E.Takau,Medium (0.4-0.6),100.0
575,1681,Sime Darby Plantation Berhad,E.Tali Ayer,Medium (0.4-0.6),100.0
576,1682,Sime Darby Plantation Berhad,E.Tampin Linggi,Medium (0.4-0.6),100.0
577,1683,Sime Darby Plantation Berhad,E.Tanah Merah,Medium (0.4-0.6),100.0
578,1684,Sime Darby Plantation Berhad,E.Tangkah,Medium (0.4-0.6),100.0
579,1685,Sime Darby Plantation Berhad,E.Tennamaram,Medium (0.4-0.6),100.0
580,1686,Sime Darby Plantation Berhad,E.Tiger,Medium (0.4-0.6),100.0
581,1687,Sime Darby Plantation Berhad,E.Tigowis,Medium (0.4-0.6),100.0
582,1688,Sime Darby Plantation Berhad,E.Tingkayu,Medium (0.4-0.6),100.0
583,1689,Sime Darby Plantation Berhad,E.Tun Dr. Ismail,Medium (0.4-0.6),100.0
584,1690,Sime Darby Plantation Berhad,E.Tun Tan Siew Sin,Medium (0.4-0.6),100.0
585,1691,Sime Darby Plantation Berhad,E.Tunku,Medium (0.4-0.6),100.0
586,1692,Sime Darby Plantation Berhad,E.Ulu Remis,Medium (0.4-0.6),100.0
587,1693,Sime Darby Plantation Berhad,E.Welch,Medium (0.4-0.6),100.0
588,1694,Sime Darby Plantation Berhad,E.West,Medium (0.4-0.6),99.91
589,1695,Sime Darby Plantation Berhad,E.Yong Peng,Medium (0.4-0.6),100.0
590,1791,TDM Plantation Sdn Bhd,TDM Plantation Sdn Bhd,Medium (0.4-0.6),100.0
591,1792,Era Harum Sdn Bhd,Wise Mission 2,Medium (0.4-0.6),100.0
592,1794,Ladang Siagil Sdn Bhd,Ladang Siagil,Medium (0.4-0.6),100.0
593,1795,Melur Beribu Sdn Bhd,Melur Beribu,Medium (0.4-0.6),100.0
594,1796,Sugil Hasil Sdn Bhd,Wise Mission 3,Medium (0.4-0.6),100.0
595,1797,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,Medium (0.4-0.6),100.0
596,1798,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,Medium (0.4-0.6),100.0
597,1799,Teck Guan Holdings Branko Sdn Bhd,Serundong,Medium (0.4-0.6),100.0
598,1800,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,Medium (0.4-0.6),100.0
599,1801,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,Medium (0.4-0.6),100.0
600,1802,Teck Guan Holdings Sdn Bhd,Kokorotus,Medium (0.4-0.6),100.0
601,1803,Teck Guan Holdings Sdn Bhd,Semporna,Medium (0.4-0.6),100.0
602,1804,Teck Guan Holdings Sdn Bhd,Sepagaya,Medium (0.4-0.6),100.0
603,1805,Teck Guan Holdings Sdn Bhd,Tabanac,Medium (0.4-0.6),100.0
604,1806,Teck Guan Holdings Sdn Bhd,Taliwas,Medium (0.4-0.6),100.0
605,1807,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,Medium (0.4-0.6),100.0
606,1808,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,Medium (0.4-0.6),100.0
607,1810,Tian Siang Holdings Sdn Bhd,Tian Siang Holdings Sdn Bhd,Medium (0.4-0.6),100.0
608,1816,TSH Resources Berhad,GMT,Medium (0.4-0.6),100.0
609,1817,TSH Resources Berhad,Landquest,Medium (0.4-0.6),100.0
610,1819,TSH Resources Berhad,LKSK,Medium (0.4-0.6),100.0
611,1820,TSH Resources Berhad,Maju Sawit,Medium (0.4-0.6),100.0
612,1823,TSH Resources Berhad,OYH,Medium (0.4-0.6),100.0
613,1825,TSH Resources Berhad,Sabahan,Medium (0.4-0.6),100.0
614,1828,TSH Resources Berhad,Wakuba,Medium (0.4-0.6),100.0
615,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,Medium (0.4-0.6),100.0
