,gfw_fid,company,plantation,rfr_label,pct_overlap
555,1593,Sime Darby Plantation Berhad,E.Chenor,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
556,1594,Sime Darby Plantation Berhad,E.Chersonese,"High (6 in 1,000 to 1 in 100)",100.0
557,1595,Sime Darby Plantation Berhad,E.Cluny,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
558,1596,Sime Darby Plantation Berhad,E.Damai,"High (6 in 1,000 to 1 in 100)",100.0
559,1597,Sime Darby Plantation Berhad,E.Derawan,"High (6 in 1,000 to 1 in 100)",100.0
560,1598,Sime Darby Plantation Berhad,E.Diamond Jubilee,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
561,1599,Sime Darby Plantation Berhad,E.Dulang,"High (6 in 1,000 to 1 in 100)",100.0
562,1600,Sime Darby Plantation Berhad,E.Dusun Durian,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
563,1601,Sime Darby Plantation Berhad,E.East,"Low - Medium (1 in 1,000 to 2 in 1,000)",99.99
564,1602,Sime Darby Plantation Berhad,E.Elmina,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
565,1603,Sime Darby Plantation Berhad,E.Elphil,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
566,1604,Sime Darby Plantation Berhad,E.Flemington,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
567,1605,Sime Darby Plantation Berhad,E.Giram,Extremely High (more than 1 in 100),100.0
568,1606,Sime Darby Plantation Berhad,E.Glengowrie,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
569,1607,Sime Darby Plantation Berhad,E.Gunung Mas,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
570,1608,Sime Darby Plantation Berhad,E.Holyrood,"High (6 in 1,000 to 1 in 100)",100.0
571,1609,Sime Darby Plantation Berhad,E.Imam,Extremely High (more than 1 in 100),100.0
572,1610,Sime Darby Plantation Berhad,E.Jabor,"High (6 in 1,000 to 1 in 100)",100.0
573,1611,Sime Darby Plantation Berhad,E.Jelata Bumi,Extremely High (more than 1 in 100),100.0
574,1612,Sime Darby Plantation Berhad,E.Jentar,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
575,1613,Sime Darby Plantation Berhad,E.Jentayu,"High (6 in 1,000 to 1 in 100)",58.93
576,1613,Sime Darby Plantation Berhad,E.Jentayu,"Medium - High (2 in 1,000 to 6 in 1,000)",41.07
577,1614,Sime Darby Plantation Berhad,E.Kalumpong,"High (6 in 1,000 to 1 in 100)",100.0
578,1615,Sime Darby Plantation Berhad,E.Kamuning,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
579,1616,Sime Darby Plantation Berhad,E.Kelida,"High (6 in 1,000 to 1 in 100)",100.0
580,1617,Sime Darby Plantation Berhad,E.Kempas,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
581,1618,Sime Darby Plantation Berhad,E.Kempas Klebang,"Low - Medium (1 in 1,000 to 2 in 1,000)",49.48
582,1618,Sime Darby Plantation Berhad,E.Kempas Klebang,"Medium - High (2 in 1,000 to 6 in 1,000)",50.52
583,1619,Sime Darby Plantation Berhad,E.Kemuning,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
584,1620,Sime Darby Plantation Berhad,E.Kerdau,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
585,1621,Sime Darby Plantation Berhad,E.Kinta Kellas,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
586,1622,Sime Darby Plantation Berhad,E.Koh Foh,"Low - Medium (1 in 1,000 to 2 in 1,000)",31.87
587,1622,Sime Darby Plantation Berhad,E.Koh Foh,"Medium - High (2 in 1,000 to 6 in 1,000)",68.13
588,1623,Sime Darby Plantation Berhad,E.Kulai,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
589,1624,Sime Darby Plantation Berhad,E.Labu,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
590,1625,Sime Darby Plantation Berhad,E.Lambak/Elaeis,"Low - Medium (1 in 1,000 to 2 in 1,000)",6.61
591,1625,Sime Darby Plantation Berhad,E.Lambak/Elaeis,"Medium - High (2 in 1,000 to 6 in 1,000)",93.39
592,1626,Sime Darby Plantation Berhad,E.Lanadron,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
593,1627,Sime Darby Plantation Berhad,E.Lavang,"High (6 in 1,000 to 1 in 100)",100.0
594,1628,Sime Darby Plantation Berhad,E.Lavang (SE),"High (6 in 1,000 to 1 in 100)",100.0
595,1629,Sime Darby Plantation Berhad,E.Layang,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
596,1630,Sime Darby Plantation Berhad,E.Melalap,Extremely High (more than 1 in 100),100.0
597,1631,Sime Darby Plantation Berhad,E.Mentakab,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
598,1632,Sime Darby Plantation Berhad,E.Merotai,Extremely High (more than 1 in 100),100.0
599,1633,Sime Darby Plantation Berhad,E.Mostyn,Extremely High (more than 1 in 100),100.0
600,1634,Sime Darby Plantation Berhad,E.Muar River,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
601,1635,Sime Darby Plantation Berhad,E.New Labu,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
602,1636,Sime Darby Plantation Berhad,E.North Labis,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
603,1637,Sime Darby Plantation Berhad,E.Padang Buluh,"High (6 in 1,000 to 1 in 100)",45.59
604,1637,Sime Darby Plantation Berhad,E.Padang Buluh,"Medium - High (2 in 1,000 to 6 in 1,000)",54.41
605,1638,Sime Darby Plantation Berhad,E.Pagoh,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
606,1639,Sime Darby Plantation Berhad,E.PD Lukut,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
607,1640,Sime Darby Plantation Berhad,E.Pekaka,"High (6 in 1,000 to 1 in 100)",100.0
608,1641,Sime Darby Plantation Berhad,E.Pekan,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
609,1642,Sime Darby Plantation Berhad,E.Pengkalan Bukit,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
610,1643,Sime Darby Plantation Berhad,E.Peroh,"High (6 in 1,000 to 1 in 100)",100.0
611,1644,Sime Darby Plantation Berhad,E.Pertang,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
612,1645,Sime Darby Plantation Berhad,E.Rajawali,"High (6 in 1,000 to 1 in 100)",100.0
613,1646,Sime Darby Plantation Berhad,E.Rasan,"High (6 in 1,000 to 1 in 100)",100.0
614,1647,Sime Darby Plantation Berhad,E.Ruai,"High (6 in 1,000 to 1 in 100)",100.0
615,1648,Sime Darby Plantation Berhad,E.Sabak Bernam,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
616,1649,Sime Darby Plantation Berhad,E.Sabrang,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
617,1650,Sime Darby Plantation Berhad,E.Sahua,"High (6 in 1,000 to 1 in 100)",100.0
618,1651,Sime Darby Plantation Berhad,E.Salak,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
619,1652,Sime Darby Plantation Berhad,E.Samudera,"High (6 in 1,000 to 1 in 100)",100.0
620,1653,Sime Darby Plantation Berhad,E.Sapong,Extremely High (more than 1 in 100),100.0
621,1654,Sime Darby Plantation Berhad,E.Segaliud,"High (6 in 1,000 to 1 in 100)",100.0
622,1655,Sime Darby Plantation Berhad,E.Semarak,"High (6 in 1,000 to 1 in 100)",100.0
623,1656,Sime Darby Plantation Berhad,E.Sembrong,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
624,1657,Sime Darby Plantation Berhad,E.Sengkang,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
625,1658,Sime Darby Plantation Berhad,E.Sentosa,"High (6 in 1,000 to 1 in 100)",100.0
626,1659,Sime Darby Plantation Berhad,E.Sepang,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
627,1660,Sime Darby Plantation Berhad,E.Seri Intan,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
628,1661,Sime Darby Plantation Berhad,E.Seri Pulai,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
629,1662,Sime Darby Plantation Berhad,E.Serkam,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
630,1663,Sime Darby Plantation Berhad,E.Sg Mai,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
631,1664,Sime Darby Plantation Berhad,E.Sg Samak,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
632,1665,Sime Darby Plantation Berhad,E.Sg. Sebaling,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
633,1666,Sime Darby Plantation Berhad,E.Sg. Senarut,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
634,1667,Sime Darby Plantation Berhad,E.Sg.Dingin,"High (6 in 1,000 to 1 in 100)",64.9
635,1667,Sime Darby Plantation Berhad,E.Sg.Dingin,"Medium - High (2 in 1,000 to 6 in 1,000)",35.1
636,1668,Sime Darby Plantation Berhad,E.Sg.Simpang Kiri,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
637,1669,Sime Darby Plantation Berhad,E.Sg.Wangi,"High (6 in 1,000 to 1 in 100)",100.0
638,1670,Sime Darby Plantation Berhad,E.Siliau,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
639,1671,Sime Darby Plantation Berhad,E.Sogomana,"High (6 in 1,000 to 1 in 100)",100.0
640,1672,Sime Darby Plantation Berhad,E.Somme,"High (6 in 1,000 to 1 in 100)",100.0
641,1673,Sime Darby Plantation Berhad,E.St. Helier,"Low - Medium (1 in 1,000 to 2 in 1,000)",93.37
642,1673,Sime Darby Plantation Berhad,E.St. Helier,"Medium - High (2 in 1,000 to 6 in 1,000)",6.63
643,1674,Sime Darby Plantation Berhad,E.Sua Betong,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
644,1675,Sime Darby Plantation Berhad,E.Sungai Baru,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
645,1676,Sime Darby Plantation Berhad,E.Sungai Gemas,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
646,1677,Sime Darby Plantation Berhad,E.Sungang,Extremely High (more than 1 in 100),100.0
647,1678,Sime Darby Plantation Berhad,E.Sungei Buloh,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
648,1679,Sime Darby Plantation Berhad,E.Table,Extremely High (more than 1 in 100),100.0
649,1680,Sime Darby Plantation Berhad,E.Takau,"High (6 in 1,000 to 1 in 100)",100.0
650,1681,Sime Darby Plantation Berhad,E.Tali Ayer,"High (6 in 1,000 to 1 in 100)",100.0
651,1682,Sime Darby Plantation Berhad,E.Tampin Linggi,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
652,1683,Sime Darby Plantation Berhad,E.Tanah Merah,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
653,1684,Sime Darby Plantation Berhad,E.Tangkah,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
654,1685,Sime Darby Plantation Berhad,E.Tennamaram,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
655,1686,Sime Darby Plantation Berhad,E.Tiger,Extremely High (more than 1 in 100),100.0
656,1687,Sime Darby Plantation Berhad,E.Tigowis,"High (6 in 1,000 to 1 in 100)",100.0
657,1688,Sime Darby Plantation Berhad,E.Tingkayu,Extremely High (more than 1 in 100),100.0
658,1689,Sime Darby Plantation Berhad,E.Tun Dr. Ismail,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
659,1690,Sime Darby Plantation Berhad,E.Tun Tan Siew Sin,"High (6 in 1,000 to 1 in 100)",100.0
660,1691,Sime Darby Plantation Berhad,E.Tunku,"High (6 in 1,000 to 1 in 100)",100.0
661,1692,Sime Darby Plantation Berhad,E.Ulu Remis,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
662,1693,Sime Darby Plantation Berhad,E.Welch,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
663,1694,Sime Darby Plantation Berhad,E.West,"Low - Medium (1 in 1,000 to 2 in 1,000)",99.91
664,1695,Sime Darby Plantation Berhad,E.Yong Peng,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
665,1791,TDM Plantation Sdn Bhd,TDM Plantation Sdn Bhd,"High (6 in 1,000 to 1 in 100)",100.0
666,1792,Era Harum Sdn Bhd,Wise Mission 2,Extremely High (more than 1 in 100),100.0
667,1794,Ladang Siagil Sdn Bhd,Ladang Siagil,Extremely High (more than 1 in 100),100.0
668,1795,Melur Beribu Sdn Bhd,Melur Beribu,Extremely High (more than 1 in 100),100.0
669,1796,Sugil Hasil Sdn Bhd,Wise Mission 3,Extremely High (more than 1 in 100),100.0
670,1797,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,"High (6 in 1,000 to 1 in 100)",100.0
671,1798,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,"High (6 in 1,000 to 1 in 100)",100.0
672,1799,Teck Guan Holdings Branko Sdn Bhd,Serundong,Extremely High (more than 1 in 100),100.0
673,1800,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"High (6 in 1,000 to 1 in 100)",100.0
674,1801,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"High (6 in 1,000 to 1 in 100)",100.0
675,1802,Teck Guan Holdings Sdn Bhd,Kokorotus,"High (6 in 1,000 to 1 in 100)",100.0
676,1803,Teck Guan Holdings Sdn Bhd,Semporna,Extremely High (more than 1 in 100),100.0
677,1804,Teck Guan Holdings Sdn Bhd,Sepagaya,Extremely High (more than 1 in 100),100.0
678,1805,Teck Guan Holdings Sdn Bhd,Tabanac,Extremely High (more than 1 in 100),100.0
679,1806,Teck Guan Holdings Sdn Bhd,Taliwas,Extremely High (more than 1 in 100),0.31
680,1806,Teck Guan Holdings Sdn Bhd,Taliwas,"High (6 in 1,000 to 1 in 100)",99.69
681,1807,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,Extremely High (more than 1 in 100),100.0
682,1808,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,Extremely High (more than 1 in 100),100.0
683,1810,Tian Siang Holdings Sdn Bhd,Tian Siang Holdings Sdn Bhd,"High (6 in 1,000 to 1 in 100)",100.0
684,1816,TSH Resources Berhad,GMT,"High (6 in 1,000 to 1 in 100)",100.0
685,1817,TSH Resources Berhad,Landquest,Extremely High (more than 1 in 100),100.0
686,1819,TSH Resources Berhad,LKSK,Extremely High (more than 1 in 100),100.0
687,1820,TSH Resources Berhad,Maju Sawit,Extremely High (more than 1 in 100),100.0
688,1823,TSH Resources Berhad,OYH,"High (6 in 1,000 to 1 in 100)",100.0
689,1825,TSH Resources Berhad,Sabahan,Extremely High (more than 1 in 100),100.0
690,1828,TSH Resources Berhad,Wakuba,Extremely High (more than 1 in 100),100.0
691,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"High (6 in 1,000 to 1 in 100)",81.06
692,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"Low - Medium (1 in 1,000 to 2 in 1,000)",12.57
693,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"Medium - High (2 in 1,000 to 6 in 1,000)",6.37
