,gfw_fid,company,plantation,cfr_label,pct_overlap
637,1643,Sime Darby Plantation Berhad,E.Peroh,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
638,1644,Sime Darby Plantation Berhad,E.Pertang,"Low (0 to 9 in 1,000,000)",100.0
639,1645,Sime Darby Plantation Berhad,E.Rajawali,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
640,1646,Sime Darby Plantation Berhad,E.Rasan,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
641,1647,Sime Darby Plantation Berhad,E.Ruai,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
642,1648,Sime Darby Plantation Berhad,E.Sabak Bernam,"High (3 in 10,000 to 2 in 1,000)",100.0
643,1649,Sime Darby Plantation Berhad,E.Sabrang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
644,1650,Sime Darby Plantation Berhad,E.Sahua,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
645,1651,Sime Darby Plantation Berhad,E.Salak,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
646,1652,Sime Darby Plantation Berhad,E.Samudera,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
647,1653,Sime Darby Plantation Berhad,E.Sapong,No Risk,100.0
648,1654,Sime Darby Plantation Berhad,E.Segaliud,"Extremely High (more than 2 in 1,000)",91.79
649,1654,Sime Darby Plantation Berhad,E.Segaliud,"High (3 in 10,000 to 2 in 1,000)",8.21
650,1655,Sime Darby Plantation Berhad,E.Semarak,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
651,1656,Sime Darby Plantation Berhad,E.Sembrong,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
652,1657,Sime Darby Plantation Berhad,E.Sengkang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
653,1658,Sime Darby Plantation Berhad,E.Sentosa,"Extremely High (more than 2 in 1,000)",98.63
654,1658,Sime Darby Plantation Berhad,E.Sentosa,"High (3 in 10,000 to 2 in 1,000)",1.37
655,1659,Sime Darby Plantation Berhad,E.Sepang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
656,1660,Sime Darby Plantation Berhad,E.Seri Intan,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
657,1661,Sime Darby Plantation Berhad,E.Seri Pulai,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
658,1662,Sime Darby Plantation Berhad,E.Serkam,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
659,1663,Sime Darby Plantation Berhad,E.Sg Mai,"Low (0 to 9 in 1,000,000)",100.0
660,1664,Sime Darby Plantation Berhad,E.Sg Samak,"High (3 in 10,000 to 2 in 1,000)",100.0
661,1665,Sime Darby Plantation Berhad,E.Sg. Sebaling,"Low (0 to 9 in 1,000,000)",100.0
662,1666,Sime Darby Plantation Berhad,E.Sg. Senarut,"Low (0 to 9 in 1,000,000)",100.0
663,1667,Sime Darby Plantation Berhad,E.Sg.Dingin,"Medium - High (7 in 100,000 to 3 in 10,000)",64.9
664,1667,Sime Darby Plantation Berhad,E.Sg.Dingin,No Risk,35.1
665,1668,Sime Darby Plantation Berhad,E.Sg.Simpang Kiri,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
666,1669,Sime Darby Plantation Berhad,E.Sg.Wangi,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
667,1670,Sime Darby Plantation Berhad,E.Siliau,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
668,1671,Sime Darby Plantation Berhad,E.Sogomana,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
669,1672,Sime Darby Plantation Berhad,E.Somme,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
670,1673,Sime Darby Plantation Berhad,E.St. Helier,"Low (0 to 9 in 1,000,000)",100.0
671,1674,Sime Darby Plantation Berhad,E.Sua Betong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
672,1675,Sime Darby Plantation Berhad,E.Sungai Baru,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
673,1676,Sime Darby Plantation Berhad,E.Sungai Gemas,"Low (0 to 9 in 1,000,000)",100.0
674,1677,Sime Darby Plantation Berhad,E.Sungang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
675,1678,Sime Darby Plantation Berhad,E.Sungei Buloh,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
676,1679,Sime Darby Plantation Berhad,E.Table,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
677,1680,Sime Darby Plantation Berhad,E.Takau,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
678,1681,Sime Darby Plantation Berhad,E.Tali Ayer,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
679,1682,Sime Darby Plantation Berhad,E.Tampin Linggi,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
680,1683,Sime Darby Plantation Berhad,E.Tanah Merah,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
681,1684,Sime Darby Plantation Berhad,E.Tangkah,"Low (0 to 9 in 1,000,000)",85.21
682,1684,Sime Darby Plantation Berhad,E.Tangkah,"Medium - High (7 in 100,000 to 3 in 10,000)",14.79
683,1685,Sime Darby Plantation Berhad,E.Tennamaram,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
684,1686,Sime Darby Plantation Berhad,E.Tiger,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
685,1687,Sime Darby Plantation Berhad,E.Tigowis,"Extremely High (more than 2 in 1,000)",100.0
686,1688,Sime Darby Plantation Berhad,E.Tingkayu,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
687,1689,Sime Darby Plantation Berhad,E.Tun Dr. Ismail,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
688,1690,Sime Darby Plantation Berhad,E.Tun Tan Siew Sin,"Extremely High (more than 2 in 1,000)",100.0
689,1691,Sime Darby Plantation Berhad,E.Tunku,"Extremely High (more than 2 in 1,000)",100.0
690,1692,Sime Darby Plantation Berhad,E.Ulu Remis,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
691,1693,Sime Darby Plantation Berhad,E.Welch,"Low (0 to 9 in 1,000,000)",100.0
692,1694,Sime Darby Plantation Berhad,E.West,"Medium - High (7 in 100,000 to 3 in 10,000)",99.91
693,1695,Sime Darby Plantation Berhad,E.Yong Peng,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
694,1791,TDM Plantation Sdn Bhd,TDM Plantation Sdn Bhd,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
695,1792,Era Harum Sdn Bhd,Wise Mission 2,"High (3 in 10,000 to 2 in 1,000)",100.0
696,1794,Ladang Siagil Sdn Bhd,Ladang Siagil,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
697,1795,Melur Beribu Sdn Bhd,Melur Beribu,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",33.5
698,1795,Melur Beribu Sdn Bhd,Melur Beribu,"Medium - High (7 in 100,000 to 3 in 10,000)",66.5
699,1796,Sugil Hasil Sdn Bhd,Wise Mission 3,"High (3 in 10,000 to 2 in 1,000)",98.6
700,1796,Sugil Hasil Sdn Bhd,Wise Mission 3,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",1.4
701,1797,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,"Extremely High (more than 2 in 1,000)",100.0
702,1798,Teck Guan Holdings Andum Sdn Bhd,Andum Sandakan,"Extremely High (more than 2 in 1,000)",100.0
703,1799,Teck Guan Holdings Branko Sdn Bhd,Serundong,"High (3 in 10,000 to 2 in 1,000)",100.0
704,1800,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"Extremely High (more than 2 in 1,000)",28.58
705,1800,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"High (3 in 10,000 to 2 in 1,000)",71.42
706,1801,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"Extremely High (more than 2 in 1,000)",70.92
707,1801,Teck Guan Holdings Happy Valley Sdn Bhd,Happy Valley,"High (3 in 10,000 to 2 in 1,000)",29.08
708,1802,Teck Guan Holdings Sdn Bhd,Kokorotus,"High (3 in 10,000 to 2 in 1,000)",100.0
709,1803,Teck Guan Holdings Sdn Bhd,Semporna,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
710,1804,Teck Guan Holdings Sdn Bhd,Sepagaya,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
711,1805,Teck Guan Holdings Sdn Bhd,Tabanac,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
712,1806,Teck Guan Holdings Sdn Bhd,Taliwas,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
713,1807,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
714,1808,Teck Guan Holdings Sdn Bhd,Teck Guan Holdings Sdn Bhd,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
715,1810,Tian Siang Holdings Sdn Bhd,Tian Siang Holdings Sdn Bhd,"High (3 in 10,000 to 2 in 1,000)",100.0
716,1816,TSH Resources Berhad,GMT,"High (3 in 10,000 to 2 in 1,000)",100.0
717,1817,TSH Resources Berhad,Landquest,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
718,1819,TSH Resources Berhad,LKSK,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
719,1820,TSH Resources Berhad,Maju Sawit,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
720,1823,TSH Resources Berhad,OYH,"High (3 in 10,000 to 2 in 1,000)",100.0
721,1825,TSH Resources Berhad,Sabahan,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
722,1828,TSH Resources Berhad,Wakuba,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
723,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"Extremely High (more than 2 in 1,000)",47.4
724,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"High (3 in 10,000 to 2 in 1,000)",33.66
725,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",12.57
726,1846,Sudirman Bin Sapie,Sudirman Bin Sapie,No Risk,6.37
