,gfw_fid,company,plantation,cfr_label,pct_overlap
378,757,Syarimo,Syarimo 6,"High (3 in 10,000 to 2 in 1,000)",100.0
379,758,Syarimo,Syarimo 7,"High (3 in 10,000 to 2 in 1,000)",100.0
380,759,Syarimo,Syarimo 8,"High (3 in 10,000 to 2 in 1,000)",100.0
381,760,Syarimo,Syarimo 9,"High (3 in 10,000 to 2 in 1,000)",100.0
382,761,Unico Desa,Fasgro,"High (3 in 10,000 to 2 in 1,000)",68.33
383,761,Unico Desa,Fasgro,"Medium - High (7 in 100,000 to 3 in 10,000)",31.67
384,762,Unico Desa,Segaco,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
385,763,Unico Desa,Supercrop,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
386,764,Unico Desa,Topcrop,"High (3 in 10,000 to 2 in 1,000)",70.87
387,764,Unico Desa,Topcrop,"Medium - High (7 in 100,000 to 3 in 10,000)",29.13
388,765,Unico Desa,Tutico,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
389,766,Unico Desa,Unico Est 1,"Extremely High (more than 2 in 1,000)",81.79
390,766,Unico Desa,Unico Est 1,"Medium - High (7 in 100,000 to 3 in 10,000)",18.21
391,767,Unico Desa,Unico Est 2,"Extremely High (more than 2 in 1,000)",100.0
392,768,Unico Desa,Unico Est 3,"Extremely High (more than 2 in 1,000)",77.28
393,768,Unico Desa,Unico Est 3,"Medium - High (7 in 100,000 to 3 in 10,000)",22.72
394,769,Unico Desa,Unico Est 4,"Extremely High (more than 2 in 1,000)",41.47
395,769,Unico Desa,Unico Est 4,"Medium - High (7 in 100,000 to 3 in 10,000)",58.53
396,770,Unico Desa,Unico Est 5,"Extremely High (more than 2 in 1,000)",2.43
397,770,Unico Desa,Unico Est 5,"Medium - High (7 in 100,000 to 3 in 10,000)",97.57
398,771,Unico Desa,Unico Est 7,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
399,772,Unico Desa,Unico POM,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
400,807,Kulim Berhad,Basir Ismail,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
401,808,Kulim Berhad,Bukit Kelompok,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
402,809,Kulim Berhad,Bukit Layang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",99.01
403,810,Kulim Berhad,Bukit Payung,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
404,811,Kulim Berhad,Enggang,No Risk,100.0
405,812,Kulim Berhad,Kemedak,"Low (0 to 9 in 1,000,000)",100.0
406,813,Kulim Berhad,Kuala Kabong,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
407,814,Kulim Berhad,Labis Bahru,"Low (0 to 9 in 1,000,000)",100.0
408,815,Kulim Berhad,Mungka,"Low (0 to 9 in 1,000,000)",100.0
409,816,Kulim Berhad,Mutiara,No Risk,100.0
410,817,Kulim Berhad,Palong,"Low (0 to 9 in 1,000,000)",100.0
411,818,Kulim Berhad,Pasak,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
412,819,Kulim Berhad,Pasir Logok,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
413,820,Kulim Berhad,Pasir Panjang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
414,821,Kulim Berhad,Rem,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
415,822,Kulim Berhad,Rengam,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
416,823,Kulim Berhad,Sedenak,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
417,824,Kulim Berhad,Selai,No Risk,100.0
418,825,Kulim Berhad,Sepang Loi,"Low (0 to 9 in 1,000,000)",100.0
419,826,Kulim Berhad,Sg Papan,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
420,827,Kulim Berhad,Sg Sembrong,No Risk,100.0
421,828,Kulim Berhad,Sg Tawing,No Risk,100.0
422,829,Kulim Berhad,Siang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
423,830,Kulim Berhad,Sindora,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",8.96
424,830,Kulim Berhad,Sindora,No Risk,91.04
425,831,Kulim Berhad,Tereh Selatan,No Risk,100.0
426,832,Kulim Berhad,Tereh Utara,No Risk,100.0
427,833,Kulim Berhad,Tunjuk Laut,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
428,834,Kulim Berhad,Ulu Tiram,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
429,835,Kulim Berhad,UMAC,No Risk,100.0
430,841,Keresa Plantations Sdn Bhd,Jiba Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
431,842,Keresa Plantations Sdn Bhd,Sujan Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
432,843,Keresa Plantations Sdn Bhd,Sungai Kubud Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
433,845,Abedon Sdn Bhd,Bukit Sekong Estate,"Extremely High (more than 2 in 1,000)",68.55
434,845,Abedon Sdn Bhd,Bukit Sekong Estate,"High (3 in 10,000 to 2 in 1,000)",31.45
435,846,Abedon Sdn Bhd,Tanaki Estate,"High (3 in 10,000 to 2 in 1,000)",94.81
436,846,Abedon Sdn Bhd,Tanaki Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",5.19
437,847,Kretam Holdings Berhad,Kretam Holdings Berhad,"High (3 in 10,000 to 2 in 1,000)",93.58
438,847,Kretam Holdings Berhad,Kretam Holdings Berhad,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",6.42
439,848,Syarikat Kretam Plantation Sdn Bhd,Bode Estate,"Extremely High (more than 2 in 1,000)",99.04
440,848,Syarikat Kretam Plantation Sdn Bhd,Bode Estate,"High (3 in 10,000 to 2 in 1,000)",0.96
441,849,Syarikat Kretam Plantation Sdn Bhd,Masang Estate,"Extremely High (more than 2 in 1,000)",100.0
442,850,Syarikat Kretam Plantation Sdn Bhd,Sapagaya Estate,"Extremely High (more than 2 in 1,000)",88.42
443,850,Syarikat Kretam Plantation Sdn Bhd,Sapagaya Estate,"High (3 in 10,000 to 2 in 1,000)",11.58
444,851,Winpalm Development Sdn Bhd,Winpalm,"Extremely High (more than 2 in 1,000)",100.0
445,852,Bornion Estate Sdn Bhd,Bornion,"High (3 in 10,000 to 2 in 1,000)",100.0
446,855,Golden Sphere Sdn Bhd,Lungmanis,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
447,856,Golden Sphere Sdn Bhd,Rimmer,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
448,857,Golden Sphere Sdn Bhd,TUNGKU,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
449,858,Kuala Lumpur Kepong Berhad,Allagar,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
450,859,Kuala Lumpur Kepong Berhad,Ayer Hitam,"Low (0 to 9 in 1,000,000)",100.0
451,860,Kuala Lumpur Kepong Berhad,Ban Heng,"Low (0 to 9 in 1,000,000)",100.0
452,861,Kuala Lumpur Kepong Berhad,Batang Jelai,"Low (0 to 9 in 1,000,000)",100.0
453,862,Kuala Lumpur Kepong Berhad,Batu Lintang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
454,863,Kuala Lumpur Kepong Berhad,Buntar,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
455,864,Kuala Lumpur Kepong Berhad,Changkat Asa,"High (3 in 10,000 to 2 in 1,000)",100.0
456,865,Kuala Lumpur Kepong Berhad,Changkat Chermin,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",70.52
457,865,Kuala Lumpur Kepong Berhad,Changkat Chermin,"Medium - High (7 in 100,000 to 3 in 10,000)",29.48
458,866,Kuala Lumpur Kepong Berhad,Fraser,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
459,867,Kuala Lumpur Kepong Berhad,Glenealy,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
460,868,Kuala Lumpur Kepong Berhad,Gunung Pertanian,"Low (0 to 9 in 1,000,000)",100.0
461,869,Kuala Lumpur Kepong Berhad,Jeram Padang,"Low (0 to 9 in 1,000,000)",100.0
462,870,Kuala Lumpur Kepong Berhad,Kekayaan,No Risk,100.0
463,871,Kuala Lumpur Kepong Berhad,Kerilla,No Risk,100.0
464,872,Kuala Lumpur Kepong Berhad,Kerling,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
465,873,Kuala Lumpur Kepong Berhad,Kombok,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
466,874,Kuala Lumpur Kepong Berhad,Kuala Kangsar,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",63.89
467,874,Kuala Lumpur Kepong Berhad,Kuala Kangsar,"Medium - High (7 in 100,000 to 3 in 10,000)",36.11
468,875,Kuala Lumpur Kepong Berhad,Ladang Lekir,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",55.36
469,875,Kuala Lumpur Kepong Berhad,Ladang Lekir,"Medium - High (7 in 100,000 to 3 in 10,000)",44.64
470,876,Kuala Lumpur Kepong Berhad,Ladang Raja Hitam,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
471,877,Kuala Lumpur Kepong Berhad,Landak,No Risk,100.0
472,878,Kuala Lumpur Kepong Berhad,NEW POGOH,"Low (0 to 9 in 1,000,000)",100.0
473,879,Kuala Lumpur Kepong Berhad,Paloh,No Risk,100.0
474,880,Kuala Lumpur Kepong Berhad,Pasir Gajah,No Risk,100.0
475,881,Kuala Lumpur Kepong Berhad,Pelam,"Medium - High (7 in 100,000 to 3 in 10,000)",13.82
476,881,Kuala Lumpur Kepong Berhad,Pelam,No Risk,86.18
477,882,Kuala Lumpur Kepong Berhad,Renjok,"Low (0 to 9 in 1,000,000)",100.0
478,883,Kuala Lumpur Kepong Berhad,See Sun,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",90.39
479,883,Kuala Lumpur Kepong Berhad,See Sun,No Risk,9.61
480,884,Kuala Lumpur Kepong Berhad,Serapoh,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
481,885,Kuala Lumpur Kepong Berhad,Subur,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
482,886,Kuala Lumpur Kepong Berhad,Sungai Bekok,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
483,887,Kuala Lumpur Kepong Berhad,Sungai Gapi,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
484,888,Kuala Lumpur Kepong Berhad,Sungai Kawang,"Low (0 to 9 in 1,000,000)",100.0
485,889,Kuala Lumpur Kepong Berhad,Sungai Penggeli,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
486,890,Kuala Lumpur Kepong Berhad,Sungai Sokor,No Risk,100.0
487,891,Kuala Lumpur Kepong Berhad,TUAN,"Low (0 to 9 in 1,000,000)",100.0
488,892,Kuala Lumpur Kepong Berhad,Tuan Mee,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
489,893,Kuala Lumpur Kepong Berhad,Ulu Pedas,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
490,894,Kuala Lumpur Kepong Berhad,VOULES,"Low (0 to 9 in 1,000,000)",100.0
491,895,Kulumpang Development Corporation Sdn Bhd,Pang Burong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
492,896,Kulumpang Development Corporation Sdn Bhd,Pangeran,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
493,897,Kulumpang Development Corporation Sdn Bhd,Pinang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
494,898,Kulumpang Development Corporation Sdn Bhd,Ringlet,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
495,899,Kulumpang Development Corporation Sdn Bhd,Sigalong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
496,900,Kulumpang Development Corporation Sdn Bhd,TUNDONG,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
497,901,Kung Hing Company (KDC),Jatika,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
498,913,Sabah Cocoa Sdn Bhd,Bukit Tabin,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
499,914,Sabah Cocoa Sdn Bhd,Sungai Silabukan,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
500,915,Segar Usaha Sdn Bhd,Segar Usaha,"Extremely High (more than 2 in 1,000)",21.3
501,915,Segar Usaha Sdn Bhd,Segar Usaha,"High (3 in 10,000 to 2 in 1,000)",78.7
502,916,Sri Kunak Sdn Bhd,Sri Kunak,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
503,920,Kwantas Corporation Berhad,Haranky 1,"High (3 in 10,000 to 2 in 1,000)",100.0
504,921,Kwantas Corporation Berhad,Kwantas Corporation Berhad,"High (3 in 10,000 to 2 in 1,000)",100.0
505,922,Kwantas Corporation Berhad,Kwantas Pelita,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
506,923,Kwantas Corporation Berhad,Mewah 1,"High (3 in 10,000 to 2 in 1,000)",100.0
507,924,Kwantas Corporation Berhad,Pintasan 1,"High (3 in 10,000 to 2 in 1,000)",97.28
508,924,Kwantas Corporation Berhad,Pintasan 1,"Medium - High (7 in 100,000 to 3 in 10,000)",2.72
509,925,Lam Soon Plantations Sdn Bhd,Lam Soon,"High (3 in 10,000 to 2 in 1,000)",99.98
510,925,Lam Soon Plantations Sdn Bhd,Lam Soon,"Medium - High (7 in 100,000 to 3 in 10,000)",0.02
511,942,Kilang Kelapa Sawit Pinangah Sdn Bhd,Pinangah Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
512,943,N.Y Hiew (Holdings) Sdn Bhd,Balung Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
513,944,N.Y Hiew (Holdings) Sdn Bhd,Kalumpang Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
514,945,N.Y Hiew (Holdings) Sdn Bhd,Sabahan Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
515,946,N.Y Hiew (Holdings) Sdn Bhd,Sapang Estate,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
516,1247,Hibumas Sdn Bhd,Hibumas 1,"Extremely High (more than 2 in 1,000)",12.84
517,1247,Hibumas Sdn Bhd,Hibumas 1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",11.19
518,1247,Hibumas Sdn Bhd,Hibumas 1,"Medium - High (7 in 100,000 to 3 in 10,000)",75.97
519,1248,Jebawang Sdn Bhd,Jebawang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",28.05
520,1248,Jebawang Sdn Bhd,Jebawang,"Medium - High (7 in 100,000 to 3 in 10,000)",71.95
521,1249,Kaminsky Sdn Bhd,Kaminsky,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
522,1250,Kiabau Plantations Sdn Bhd,Kiabau,No Risk,100.0
523,1251,Reka Halus Sdn Bhd,Reka Halus,"Extremely High (more than 2 in 1,000)",100.0
524,1252,Ribubonus Sdn Bhd,Ribubonus,No Risk,100.0
525,1253,Sabahmas Plantations Sdn Bhd,Sabahmas 5,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
526,1254,Sabahmas Plantations Sdn Bhd,Sabahmas 6,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
527,1255,Sabahmas Plantations Sdn Bhd,Sabahmas 7,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
528,1256,Sapi Plantations Sdn Bhd,Sapi 1,"Extremely High (more than 2 in 1,000)",100.0
529,1257,Sapi Plantations Sdn Bhd,Sapi 2,"Extremely High (more than 2 in 1,000)",100.0
530,1258,Sapi Plantations Sdn Bhd,Sapi Sugut,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
531,1259,Sapi Plantations Sdn Bhd,Terusan 1,"Extremely High (more than 2 in 1,000)",100.0
532,1260,Sapi Plantations Sdn Bhd,Terusan 2,"Extremely High (more than 2 in 1,000)",73.75
533,1260,Sapi Plantations Sdn Bhd,Terusan 2,No Risk,26.25
534,1261,Saremas Sdn Bhd,Saremas 1,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
535,1262,Saremas Sdn Bhd,Saremas 2,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
536,1263,Saremas Sdn Bhd,Suai,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
537,1264,Segarmas Plantations Sdn Bhd,Segarmas,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
538,1265,Sekar Imej Sdn Bhd,Sekar Imej,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",5.15
539,1265,Sekar Imej Sdn Bhd,Sekar Imej,"Medium - High (7 in 100,000 to 3 in 10,000)",94.85
540,1266,Sri Kamusan Sdn Bhd,Sri Kamusan,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
541,1490,Sawit Kinabalu Sdn Bhd,Sawit Kinabalu Sdn Bhd,"Extremely High (more than 2 in 1,000)",10.31
542,1490,Sawit Kinabalu Sdn Bhd,Sawit Kinabalu Sdn Bhd,"High (3 in 10,000 to 2 in 1,000)",27.11
543,1490,Sawit Kinabalu Sdn Bhd,Sawit Kinabalu Sdn Bhd,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",15.58
544,1490,Sawit Kinabalu Sdn Bhd,Sawit Kinabalu Sdn Bhd,"Medium - High (7 in 100,000 to 3 in 10,000)",45.82
545,1490,Sawit Kinabalu Sdn Bhd,Sawit Kinabalu Sdn Bhd,No Risk,1.18
546,1567,Sime Darby Plantation Berhad,E.Anak Kulim,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
547,1568,Sime Darby Plantation Berhad,E.Bagan Datoh,"Extremely High (more than 2 in 1,000)",53.72
548,1568,Sime Darby Plantation Berhad,E.Bagan Datoh,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",46.28
549,1569,Sime Darby Plantation Berhad,E.Bayu,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
550,1570,Sime Darby Plantation Berhad,E.Belian,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
551,1571,Sime Darby Plantation Berhad,E.Bikam,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
552,1572,Sime Darby Plantation Berhad,E.Binuang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
553,1573,Sime Darby Plantation Berhad,E.Bkt Cherakah,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
554,1574,Sime Darby Plantation Berhad,E.Bkt Kerayong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
555,1575,Sime Darby Plantation Berhad,E.Bkt Talang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
556,1576,Sime Darby Plantation Berhad,E.Bkt. Pilah,"Low (0 to 9 in 1,000,000)",100.0
557,1577,Sime Darby Plantation Berhad,E.Bkt. Selarong,"Medium - High (7 in 100,000 to 3 in 10,000)",31.96
558,1577,Sime Darby Plantation Berhad,E.Bkt. Selarong,No Risk,68.04
559,1578,Sime Darby Plantation Berhad,E.Bradwall,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
560,1579,Sime Darby Plantation Berhad,E.Bukit Asahan,"Low (0 to 9 in 1,000,000)",33.13
561,1579,Sime Darby Plantation Berhad,E.Bukit Asahan,"Medium - High (7 in 100,000 to 3 in 10,000)",66.87
562,1580,Sime Darby Plantation Berhad,E.Bukit Badak,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
563,1581,Sime Darby Plantation Berhad,E.Bukit Benut,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",75.58
564,1581,Sime Darby Plantation Berhad,E.Bukit Benut,No Risk,24.42
565,1582,Sime Darby Plantation Berhad,E.Bukit Hijau,"Low (0 to 9 in 1,000,000)",0.0
566,1582,Sime Darby Plantation Berhad,E.Bukit Hijau,No Risk,100.0
567,1583,Sime Darby Plantation Berhad,E.Bukit Lagong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
568,1584,Sime Darby Plantation Berhad,E.Bukit Paloh,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",23.71
569,1584,Sime Darby Plantation Berhad,E.Bukit Paloh,No Risk,76.29
570,1585,Sime Darby Plantation Berhad,E.Bukit Pelandok,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
571,1586,Sime Darby Plantation Berhad,E.Bukit Puteri,"Low (0 to 9 in 1,000,000)",100.0
572,1587,Sime Darby Plantation Berhad,E.Bukit Rajah,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
573,1588,Sime Darby Plantation Berhad,E.Cenas,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
574,1589,Sime Darby Plantation Berhad,E.CEP Niyor,No Risk,100.0
575,1590,Sime Darby Plantation Berhad,E.CEP Rengam,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
576,1591,Sime Darby Plantation Berhad,E.Cha'ah,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
577,1592,Sime Darby Plantation Berhad,E.Chartquest,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
578,1593,Sime Darby Plantation Berhad,E.Chenor,"Low (0 to 9 in 1,000,000)",100.0
579,1594,Sime Darby Plantation Berhad,E.Chersonese,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
580,1595,Sime Darby Plantation Berhad,E.Cluny,"High (3 in 10,000 to 2 in 1,000)",100.0
581,1596,Sime Darby Plantation Berhad,E.Damai,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
582,1597,Sime Darby Plantation Berhad,E.Derawan,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
583,1598,Sime Darby Plantation Berhad,E.Diamond Jubilee,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
584,1599,Sime Darby Plantation Berhad,E.Dulang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
585,1600,Sime Darby Plantation Berhad,E.Dusun Durian,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
586,1601,Sime Darby Plantation Berhad,E.East,"Medium - High (7 in 100,000 to 3 in 10,000)",99.99
587,1602,Sime Darby Plantation Berhad,E.Elmina,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
588,1603,Sime Darby Plantation Berhad,E.Elphil,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
589,1604,Sime Darby Plantation Berhad,E.Flemington,"High (3 in 10,000 to 2 in 1,000)",31.06
590,1604,Sime Darby Plantation Berhad,E.Flemington,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",68.94
591,1605,Sime Darby Plantation Berhad,E.Giram,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
592,1606,Sime Darby Plantation Berhad,E.Glengowrie,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
593,1607,Sime Darby Plantation Berhad,E.Gunung Mas,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
594,1608,Sime Darby Plantation Berhad,E.Holyrood,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
595,1609,Sime Darby Plantation Berhad,E.Imam,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
596,1610,Sime Darby Plantation Berhad,E.Jabor,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
597,1611,Sime Darby Plantation Berhad,E.Jelata Bumi,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
598,1612,Sime Darby Plantation Berhad,E.Jentar,"Low (0 to 9 in 1,000,000)",100.0
599,1613,Sime Darby Plantation Berhad,E.Jentayu,"Low (0 to 9 in 1,000,000)",58.93
600,1613,Sime Darby Plantation Berhad,E.Jentayu,No Risk,41.07
601,1614,Sime Darby Plantation Berhad,E.Kalumpong,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
602,1615,Sime Darby Plantation Berhad,E.Kamuning,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
603,1616,Sime Darby Plantation Berhad,E.Kelida,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
604,1617,Sime Darby Plantation Berhad,E.Kempas,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
605,1618,Sime Darby Plantation Berhad,E.Kempas Klebang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",49.48
606,1618,Sime Darby Plantation Berhad,E.Kempas Klebang,No Risk,50.52
607,1619,Sime Darby Plantation Berhad,E.Kemuning,"Low (0 to 9 in 1,000,000)",0.02
608,1619,Sime Darby Plantation Berhad,E.Kemuning,"Medium - High (7 in 100,000 to 3 in 10,000)",99.98
609,1620,Sime Darby Plantation Berhad,E.Kerdau,"Low (0 to 9 in 1,000,000)",100.0
610,1621,Sime Darby Plantation Berhad,E.Kinta Kellas,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
611,1622,Sime Darby Plantation Berhad,E.Koh Foh,"Low (0 to 9 in 1,000,000)",100.0
612,1623,Sime Darby Plantation Berhad,E.Kulai,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
613,1624,Sime Darby Plantation Berhad,E.Labu,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
614,1625,Sime Darby Plantation Berhad,E.Lambak/Elaeis,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",6.61
615,1625,Sime Darby Plantation Berhad,E.Lambak/Elaeis,No Risk,93.39
616,1626,Sime Darby Plantation Berhad,E.Lanadron,"Low (0 to 9 in 1,000,000)",100.0
617,1627,Sime Darby Plantation Berhad,E.Lavang,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
618,1628,Sime Darby Plantation Berhad,E.Lavang (SE),"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
619,1629,Sime Darby Plantation Berhad,E.Layang,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
620,1630,Sime Darby Plantation Berhad,E.Melalap,No Risk,100.0
621,1631,Sime Darby Plantation Berhad,E.Mentakab,"Low (0 to 9 in 1,000,000)",100.0
622,1632,Sime Darby Plantation Berhad,E.Merotai,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
623,1633,Sime Darby Plantation Berhad,E.Mostyn,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
624,1634,Sime Darby Plantation Berhad,E.Muar River,"Low (0 to 9 in 1,000,000)",100.0
625,1635,Sime Darby Plantation Berhad,E.New Labu,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
626,1636,Sime Darby Plantation Berhad,E.North Labis,"Low (0 to 9 in 1,000,000)",88.39
627,1636,Sime Darby Plantation Berhad,E.North Labis,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",11.61
628,1637,Sime Darby Plantation Berhad,E.Padang Buluh,"Low (0 to 9 in 1,000,000)",45.59
629,1637,Sime Darby Plantation Berhad,E.Padang Buluh,No Risk,54.41
630,1638,Sime Darby Plantation Berhad,E.Pagoh,"Low (0 to 9 in 1,000,000)",54.69
631,1638,Sime Darby Plantation Berhad,E.Pagoh,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",45.31
632,1639,Sime Darby Plantation Berhad,E.PD Lukut,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
633,1640,Sime Darby Plantation Berhad,E.Pekaka,"Medium - High (7 in 100,000 to 3 in 10,000)",100.0
634,1641,Sime Darby Plantation Berhad,E.Pekan,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",100.0
635,1642,Sime Darby Plantation Berhad,E.Pengkalan Bukit,"Low (0 to 9 in 1,000,000)",99.21
636,1642,Sime Darby Plantation Berhad,E.Pengkalan Bukit,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",0.79
